County,state,mortality_rate,number_death,cancer_incidence,number_cases,population_2015,age,income,poverty,household,married,unemployed,medicare,white,black,asian,BirthRate,group,random_n
"Washington County, Maryland",Maryland,181,320,457,782,149585,40.4,54606,13.8,2.5,49.4,8.5,20.5,83.71072553,10.27333021,1.669458029,5.93936457,Group 2,0.008583677001297474
"Worth County, Georgia",Georgia,160,40,434.6,113,20699,40.4,40382,22.6,2.65,48.3,9.8,25.7,69.21440726,29.68425033,0.269427113,2.338461538,Group 3,0.1063543763011694
"Graves County, Kentucky",Kentucky,201.1,97,502.7,232,37421,40.3,39247,17.7,2.56,53.9,7.2,24.1,91.94709615,5.018399019,0.338648605,4.754260311,Group 3,0.12497921800240874
"Franklin County, North Carolina",North Carolina,183.4,123,472.1,317,63710,40.2,48166,15.4,2.58,51.6,9.9,20.9,67.37511237,25.69346346,0.431809426,3.545493379,Group 2,0.34273716644383967
"Dodge County, Georgia",Georgia,190.6,47,448.2,110,20882,40.2,32293,25.9,2.35,44.9,9.8,22.4,66.53918791,28.47497639,0.571293673,5.125899281,Group 1,0.2352550677023828
"Wilcox County, Alabama",Alabama,221.7,32,500.5,70,11059,40.2,24035,33.7,2.86,33.2,20.8,35,27.35202492,72.02492212,0,4.996127033,Group 3,0.1970994477160275
"Hillsborough County, New Hampshire",New Hampshire,163.2,694,482.2,2075,406678,40.1,71233,8.7,2.55,51.4,5.9,12.7,90.78351965,2.388531878,3.608418405,5.055576216,Group 3,0.3009152982849628
"Cecil County, Maryland",Maryland,195.5,207,484.3,522,102382,40.1,62198,10.6,0.0273,52.5,7.5,17.5,88.88289525,6.758532758,1.287759906,4.297102051,Group 1,0.06025784811936319
"Frederick County, Virginia",Virginia,185.3,157,456.6,389,83199,40.1,65485,7.7,2.72,57.4,5.2,11.3,91.18760757,4.445537251,1.405212687,5.175688509,Group 2,0.33205348579213023
"Perry County, Mississippi",Mississippi,202.6,28,492.4,69,12277,40.1,32459,22.6,2.75,48.2,12.9,24.1,77.46779355,21.31779765,0.073849184,4.821037253,Group 3,0.2995515838265419
"Carter County, Kentucky",Kentucky,232.1,76,541.3,176,27158,40.1,34991,23.9,2.54,51.9,11.1,26,97.95798873,0.819732123,0.135402181,4.045610747,Group 1,0.051106232684105635
"Mercer County, Ohio",Ohio,181.9,95,443.1,219,40968,40.1,52606,8.9,2.54,58.7,5.5,12.1,97.42799109,0.435601889,0.259403372,6.325515281,Group 3,0.28829442290589213
"Lee County, South Carolina",South Carolina,247.3,55,497.9,113,17896,40.1,31510,27.8,2.63,34.5,14.9,26.2,32.93429392,64.81772385,0.043334597,6.288258208,Group 1,0.18642774736508727
"Butler County, Missouri",Missouri,220.7,126,460.1,254,42951,40,35774,21.3,2.51,51.4,9.4,23.6,90.70103141,5.559823985,0.577402156,5.075560188,Group 2,0.08001628099009395
"Rock Island County, Illinois",Illinois,176.2,340,478.1,878,146133,40,48024,16.3,2.36,48.1,7.9,20.1,82.14676443,9.449514477,2.146628523,5.929944203,Group 3,0.20189663534983993
"Vermilion County, Illinois",Illinois,203.1,217,520.2,529,79282,40,42036,19,2.47,45.9,10.7,24.1,82.78916982,13.83759705,0.817489548,5.395305384,Group 2,0.27334963576868176
"Broome County, New York",New York,163.6,442,494.4,1235,196567,39.9,46283,17.2,2.37,43.8,7.8,21.2,86.90110201,5.433811392,4.089493319,4.2987606,Group 2,0.2528387054335326
"Dickson County, Tennessee",Tennessee,199.1,110,497.9,273,51487,39.9,45914,14.3,2.69,52.5,7.5,20.2,92.29077508,3.930892376,0.491361547,4.968421053,Group 3,0.14167630509473383
"Lawrence County, Tennessee",Tennessee,187.3,99,438.8,224,42564,39.9,34614,21.8,2.59,55.2,10.8,20.7,95.08122957,1.901671956,0.464168995,7.666385847,Group 3,0.15705303149297833
"LaPorte County, Indiana",Indiana,192.5,256,476,622,110884,39.9,46243,17.9,2.38,48.5,9.8,20.1,84.01150252,10.87437096,0.499640546,5.182440874,Group 3,0.17590650939382613
"Jasper County, Georgia",Georgia,169.3,25,476.7,73,13635,39.9,41818,18.2,2.61,53.8,12.7,23.4,73.88361657,21.26829986,0.411976753,3.74722134,Group 2,0.27686768863350153
"Alcorn County, Mississippi",Mississippi,187.8,87,441.3,201,37388,39.9,35180,21.8,2.49,50.8,9,24.1,84.57622123,11.47136847,0.270639621,4.523580366,Group 2,0.2396299100946635
"Woodford County, Illinois",Illinois,163.5,80,469.4,215,39227,39.9,70127,6.3,2.65,59.1,5.9,12.6,96.8010024,0.583030737,0.779931468,6.403882576,Group 1,0.3254084310028702
"Hardeman County, Tennessee",Tennessee,213.7,68,480.3,154,25707,39.8,35321,25.3,2.59,41.1,18.7,28.9,56.16120062,41.85807336,0.441854264,4.627249357,Group 2,0.0562428452540189
"Washington County, Tennessee",Tennessee,176.7,267,451.1,663,126302,39.8,43212,16.7,2.29,50.8,6.2,17,92.13913515,3.945194986,1.363741551,4.081698817,Group 2,0.23717502364888787
"De Soto Parish, Louisiana",Louisiana,197.8,64,503.8,161,27052,39.8,40642,23.5,2.61,46.4,9.3,22.5,58.08640831,37.99740404,0.296680883,5.389797883,Group 2,0.24671111721545458
"Meade County, Kansas",Kansas,176.2,11,453.5494221,1962.667684,4330,39.8,53903,11.7,2.51,61.7,2.8,11.2,88.31850331,0.844170659,1.049509468,12.21973094,Group 2,0.2704466243740171
"Bay County, Florida",Florida,191.5,395,501.1,1003,181635,39.8,44800,15.6,2.54,49,8.6,19.6,82.06874134,10.76742343,2.033612199,5.729334092,Group 1,0.14619611436501145
"Falls County, Texas",Texas,151.9,34,374.9,83,17142,39.8,35491,23.7,2.86,42,7.2,19.5,70.60884549,24.7731189,0.241240666,3.950011158,Group 2,0.10647201421670616
"Laclede County, Missouri",Missouri,183.2,80,430.9,185,35473,39.8,36895,18.4,2.6,54.4,8.8,23.6,95.75378724,0.520921327,0.636368756,4.306281055,Group 3,0.2666201344691217
"Rensselaer County, New York",New York,188.4,352,536.3,980,160266,39.8,59925,13,2.43,45.9,7.6,15.9,87.26641651,6.112570356,2.335209506,4.18906927,Group 1,0.027634872356429696
"Madison County, Indiana",Indiana,195.2,320,468.7,746,129723,39.8,44730,16.7,2.41,48.4,9.3,19.3,88.06493706,7.838501689,0.439821922,4.977235099,Group 3,0.25721727148629725
"Benton County, Mississippi",Mississippi,208.7,22,355.2,38,8182,39.8,30665,25.6,2.83,47.4,17.1,18.3,60.99173554,36.34002361,0,0.41322314,Group 1,0.0451573405880481
"St. Clair County, Alabama",Alabama,183,168,438.3,408,87074,39.8,50571,14.3,2.62,55.6,8.4,16.9,87.39401845,9.473120283,0.837370726,4.899005125,Group 3,0.3300284983124584
"Hampton County, South Carolina",South Carolina,205.4,49,422.5,101,20049,39.7,33644,23.8,2.53,42.7,11,29.4,42.51941582,53.84164509,0.112343086,4.650635209,Group 3,0.181867272593081
"Logan County, Illinois",Illinois,189.5,76,505.7,187,29494,39.7,54353,12.6,2.17,46.5,7.8,17.8,79.20616905,11.76058219,0.881292562,7.205728778,Group 2,0.006148143671452999
"Sangamon County, Illinois",Illinois,185.5,436,515.2,1177,198712,39.7,55371,15.3,2.35,47.7,7.9,18.6,82.70490815,12.35830285,1.781263818,4.889917894,Group 1,0.08554958342574537
"Gloucester County, New Jersey",New Jersey,193.5,602,544.2,1691,291479,39.6,78983,8.2,2.74,51.7,9.2,12.8,81.98850836,10.11546755,2.995886985,4.878014043,Group 3,0.3303746322635561
"Jackson Parish, Louisiana",Louisiana,217.7,47,518.6,105,15858,39.6,37130,24.6,2.49,46.1,6.9,26.1,67.96200881,30.16947048,0.173815879,4.002444241,Group 1,0.27723145787604153
"Garfield County, Utah",Utah,105.4,8,399,26,5009,39.6,45666,12.2,2.75,59.9,8.6,11.6,95.10751628,0.769382521,0.808838035,3.098290598,Group 3,0.03658206667751074
"Oldham County, Kentucky",Kentucky,163.6,85,519.6,301,64875,39.6,92097,5.5,2.98,57.5,4.3,8.5,90.34852547,4.2229167,1.365864492,4.704009263,Group 3,0.25774194253608584
"Reno County, Kansas",Kansas,172.6,152,453.5494221,1962.667684,63718,39.5,46533,15.8,2.44,53.3,5.7,15,91.3968591,2.980111774,0.565112866,5.263956311,Group 2,0.23950858763419092
"Lehigh County, Pennsylvania",Pennsylvania,168.4,741,484,2001,360685,39.5,58283,12.8,2.6,48.3,8.5,17.9,79.303501549999993,6.530794156,3.16967339,5.408652416,Group 2,0.2964005309622735
"Marshall County, Indiana",Indiana,163.7,96,448.8,245,46857,39.5,52508,10.9,2.67,54.8,8.3,16.4,93.33290746,0.589838593,0.623908692,5.134211811,Group 2,0.06477095652371645
"Decatur County, Indiana",Indiana,186.7,57,433.7,130,26521,39.5,50258,13.1,2.57,54,6.3,16.3,96.23094512,0.777439024,1.299542683,4.353189989,Group 2,0.34696624311618507
"Marshall County, Tennessee",Tennessee,216.9,76,490.5,168,31552,39.4,42839,15.5,2.57,53.2,8.4,18.3,89.36743798,7.195352868,0.545588754,3.440273038,Group 1,0.2022650793660432
"Walthall County, Mississippi",Mississippi,202.5,39,402.1,77,14638,39.4,31607,26.4,2.58,46,11.1,24.7,53.19134731,45.1862732,0.260381893,4.465958776,Group 3,0.2640400123782456
"Montgomery County, Kansas",Kansas,208.4,99,453.5494221,1962.667684,33314,39.4,42221,18,2.47,50.3,8.7,19.2,85.46395975,5.116428739,0.91855839,6.411140218,Group 1,0.2698086127638817
"Latimer County, Oklahoma",Oklahoma,191.7,28,374.7,54,10483,39.3,35522,20.7,2.5,54.8,7.8,20,69.05513273,1.410803787,0.621867459,7.799915218,Group 1,0.04409975837916136
"Mayes County, Oklahoma",Oklahoma,202.5,102,434.6,221,40887,39.3,41806,17.6,2.56,55.4,7,22,67.69575926,0.419440583,0.43651084,5.739464467,Group 2,0.26931146485731006
"Mississippi County, Missouri",Missouri,270.5,47,476.9,81,14036,39.3,30661,32.2,2.41,41.6,12.2,28.3,73.7964527,24.23282658,0.035191441,5.2144970410000004,Group 1,0.2320887807291001
"McHenry County, Illinois",Illinois,181.4,502,474.4,1404,307343,39.3,76856,6.9,2.79,58.2,8,12.5,91.46334718,1.345991795,2.633745124,4.286141792,Group 2,0.10321278404444456
"St. Joseph County, Michigan",Michigan,178.9,134,404.4,293,61018,39.2,43687,18.5,2.59,54,8.6,20.3,92.14873324,2.76457671,0.634197503,7.077326343,Group 3,0.04070439003407955
"Sampson County, North Carolina",North Carolina,183.6,136,454.3,333,63724,39.2,33876,29,2.7,45.3,10.4,25.6,61.23401124,25.71195967,0.394532901,5.0513461,Group 3,0.09983044257387519
"Okmulgee County, Oklahoma",Oklahoma,214.1,107,493.2,238,39187,39.2,38183,21.5,2.53,46.1,10.4,23.8,66.05739492,8.211225473,0.268721797,6.833686191,Group 2,0.09357940568588674
"Hopkins County, Texas",Texas,181.2,80,409.9,173,36223,39.2,44076,20.3,2.65,57.4,7.1,19.9,84.95441156,6.834058073,0.709776967,7.914410931,Group 3,0.1662004056852311
"Winnebago County, Illinois",Illinois,191.5,658,466.6,1551,287078,39.2,47708,16.9,0.0251,48.2,11.5,22.9,78.77316752,12.53344076,2.486924965,5.573940788,Group 3,0.09317939961329103
"Muskegon County, Michigan",Michigan,189.2,379,499,975,172790,39.1,42588,20,2.56,47.4,11.9,24.2,80.93863532,13.81886251,0.510254661,4.97414174,Group 1,0.2685032533481717
"Nemaha County, Nebraska",Nebraska,164.7,18,398.7,39,7046,39.1,49162,13.6,2.31,52.2,8,13.6,96.19140625,1.143973214,0.474330357,8.91959799,Group 1,0.2667087963782251
"Daviess County, Kentucky",Kentucky,199.4,234,524.8,597,99259,39.1,43390,15,0.0248,52.7,6.8,19.3,91.54757418,4.516516761,0.914711784,4.970419505,Group 1,0.1357334058266133
"Pennington County, Minnesota",Minnesota,174.2,31,453.5494221,1962.667684,14219,39.1,50905,9.3,2.34,49.7,3,17.6,93.75620128,1.658398299,0.836286322,5.893845653,Group 3,0.10297609376721084
"Calhoun County, Alabama",Alabama,191.9,267,475.9,654,115620,39.1,41123,20.5,2.52,48.2,12.3,20.2,75.11058912,20.48470612,0.857280022,4.524919585,Group 1,0.016229899832978845
"Chippewa County, Michigan",Michigan,170.7,79,414.6,187,38033,39,38989,19.9,2.46,45,11.7,20.2,71.56481625,6.69413777,0.904473125,5.803003309,Group 2,0.10090027074329555
"Carbon County, Wyoming",Wyoming,151.5,26,426.1,77,15559,39,58225,12.3,2.44,53.2,4.3,13,91.59412923,1.410508927,0.21602389,5.625,Group 2,0.08646245393902063
"Jackson County, Texas",Texas,189.2,35,409.1,72,14816,39,52185,14.7,2.79,56.4,5.2,16.2,88.08504763,7.241474527,0.207096507,5.209698558,Group 3,0.18380126589909196
"Oneida County, Idaho",Idaho,141,8,349.5,19,4281,39,46503,13.9,2.66,61,6.7,11.7,96.91401649,0,0,5.384615385,Group 3,0.2743729178328067
"Waseca County, Minnesota",Minnesota,163,40,453.5494221,1962.667684,18989,39,54183,10.1,2.43,56.8,4.6,15.5,93.69888866,2.783602432,0.760117425,6.458604248,Group 1,0.04173030029051006
"Richland County, North Dakota",North Dakota,137.7,28,456.9,90,16402,38.9,57177,9.7,2.28,54.1,3,10.2,94.00012257,0.465771894,0.343200343,6.603510727,Group 2,0.1327863761689514
"Walworth County, Wisconsin",Wisconsin,185.6,217,492.4,560,102804,38.9,52852,13.7,2.53,51.5,7.2,15.5,93.52089985,1.012238085,0.88704277,4.797917183,Group 2,0.23686315678060055
"Indiana County, Pennsylvania",Pennsylvania,151.6,172,425.1,457,86966,38.9,42611,17,2.41,48.4,7.8,13.4,94.49229194,2.508675124,1.118379885,4.149417541,Group 3,0.2119251759722829
"St. Francois County, Missouri",Missouri,216.8,165,513.8,383,66520,38.9,40376,20.3,2.33,48.2,8.3,18.9,93.13285866,4.784123618,0.384790183,4.612961296,Group 3,0.3413199295755476
"St. James Parish, Louisiana",Louisiana,201.2,48,497.4,120,21567,38.8,47477,16.1,2.69,46.7,11,19,48.66974596,50.31408776,0.055427252,4.363776791,Group 1,0.2952643346507102
"Howard County, Maryland",Maryland,131.9,346,418.1,1186,313414,38.8,106871,6.1,2.78,58,4.9,8.2,60.10226395,18.13623136,16.24089571,5.158672656,Group 2,0.2201703218743205
"La Plata County, Colorado",Colorado,129.3,69,415.5,233,54688,38.8,60658,10.7,2.38,51,5.2,12.7,88.57508179,0.379827761,0.716407807,5.222636717,Group 3,0.17150934459641576
"Shawnee County, Kansas",Kansas,171.6,374,453.5494221,1962.667684,178725,38.8,52795,15,2.44,49.5,6.8,14.5,82.79565081,7.873954092,1.136516175,5.852417303,Group 2,0.27492327080108225
"Franklin County, Alabama",Alabama,198.2,74,421.7,157,31696,38.8,33881,23.1,2.62,50.3,9.8,21.7,88.27211228,4.912435987,0.091673516,3.264508929,Group 3,0.3104959921911359
"Howard County, Missouri",Missouri,150,20,398.7,50,10139,38.8,44188,15.6,2.53,51.3,6.3,18.1,91.66175604,5.156157926,0.235710077,6.633574007,Group 2,0.09769525588490069
"Duplin County, North Carolina",North Carolina,164.5,111,410.9,276,59159,38.8,34109,27.7,2.68,48.2,11.3,25.3,61.86231141,24.95248347,0.467596253,6.430547019,Group 3,0.3215818824246526
"Clay County, Mississippi",Mississippi,187.5,47,427.7,104,20048,38.8,33939,28.4,2.57,44.2,16.2,27.4,40.50002466,58.23265447,0.586813945,3.726061615,Group 3,0.3265620335005224
"Dubuque County, Iowa",Iowa,167.8,201,488.1,544,97125,38.8,55320,11.5,2.41,53.2,4.3,12.4,93.62083707,1.94148437,1.327341355,5.831840933,Group 3,0.2113680224865675
"Doniphan County, Kansas",Kansas,160.3,16,453.5494221,1962.667684,7797,38.8,47599,15,2.32,55.3,5.8,14.5,91.72922764,3.6900369,0.241761038,4.685714286,Group 2,0.198508164845407
"Saline County, Arkansas",Arkansas,169,218,461.3,590,117460,38.7,55915,8.7,2.66,55.6,5.3,17.1,90.41314909,5.832227913,0.954907628,5.129672006,Group 1,0.008216702146455646
"Dallas County, Alabama",Alabama,217.4,108,503.7,252,41131,38.7,26602,35.2,2.53,33.4,16.4,32.8,28.66869099,69.18441904,0.341604593,8.433257358,Group 2,0.2808269136585295
"Allendale County, South Carolina",South Carolina,197.6,23,400.8,49,9433,38.7,25530,39.9,2.58,30,22.6,30.1,24.6696483,73.80565156,0,8.631578947,Group 2,0.07582005928270519
"Orangeburg County, South Carolina",South Carolina,194.1,215,461.3,506,89208,38.7,31382,30.8,2.63,38.1,12.8,26,34.31962462,61.89345846,1.024565277,6.172501823,Group 3,0.2794545623473823
"Clark County, Indiana",Indiana,189.8,232,466.8,569,115371,38.7,52050,10.6,2.59,48.1,6.8,13.9,88.27188309,7.006476352,0.880006361,5.662131013,Group 1,0.20752966776490211
"Maury County, Tennessee",Tennessee,187.4,172,450.4,411,87757,38.6,51303,15.5,2.55,50.8,7.7,20.6,84.05855701,11.72329318,0.750395414,5.317306713,Group 1,0.24654531083069742
"Valencia County, New Mexico",New Mexico,163.1,133,402.3,334,75737,38.5,40591,24.5,2.78,49.2,12.4,29.7,74.65169011,1.125863402,0.559655032,6.407674997,Group 2,0.024447625502943993
"Catahoula Parish, Louisiana",Louisiana,224.9,28,504.4,63,10147,38.5,34116,23.3,2.48,48.2,8.3,20.1,66.30233239,32.45828047,0.039035815,2.469135802,Group 1,0.011138233123347163
"Medina County, Texas",Texas,155.6,82,343.3,178,48417,38.5,53440,14.3,2.98,54.3,6.6,16.7,90.23885888,2.276755571,0.282748143,9.143368819,Group 1,0.31459108111448586
"Walton County, Georgia",Georgia,193.3,169,472.9,415,88399,38.5,52082,15.6,2.88,57.1,7.9,15.6,79.61972599,15.98473336,1.252885697,5.68799466,Group 1,0.031202611979097128
"Mercer County, New Jersey",New Jersey,160.3,648,504.7,1997,371398,38.4,73750,11.8,2.69,47.2,9.4,14.5,62.9261072,20.1471049,10.07800936,4.725836381,Group 2,0.019967135973274708
"Mesa County, Colorado",Colorado,153.9,281,414.8,724,148513,38.4,50106,15.4,2.43,51.7,8.7,20.2,92.79800317,0.746783555,0.61014381,7.265243902,Group 2,0.2548452625051141
"Wheeler County, Georgia",Georgia,179.9,14,340.7,27,7903,38.4,30264,38.9,2.16,34.6,10,31.7,58.10708899,41.65409754,0,5.070993915,Group 2,0.2828223309479654
"Schley County, Georgia",Georgia,151.3,8,358,19,5168,38.4,39601,20.1,2.7,53.4,12.4,21.1,73.64998029,23.94560505,0.157666535,6.255585344,Group 1,0.10186177864670753
"Powell County, Kentucky",Kentucky,292.5,40,630.4,91,12269,38.4,32783,26.7,2.56,45.4,8.3,29.8,96.93098739,0.409737286,0.345464771,5.682216766,Group 2,0.04488856275565922
"Crisp County, Georgia",Georgia,164.9,47,408.9,113,22881,38.4,31176,32.5,2.64,45.3,15.5,29.3,53.8903663,43.16290641,1.162391696,5.115327381,Group 2,0.14001276320777833
"Butts County, Georgia",Georgia,240.6,60,508.7,130,23593,38.4,41505,21.3,2.7,46.6,10.3,18.9,69.65237791,28.05288974,0.516101514,6.070755704,Group 3,0.09903826494701207
"Suffolk city, Virginia",Virginia,199.3,169,472,406,88161,38.3,60735,13.6,2.75,50.4,8,15.1,52.36238745,41.79430057,1.385407964,5.719705952,Group 2,0.15037927753292024
"Concordia Parish, Louisiana",Louisiana,216.1,52,480.4,116,20142,38.3,31835,30.9,2.33,42.8,11.7,18.7,57.88547117,41.22450976,0.14670644,2.773207991,Group 2,0.2433548264671117
"Jackson County, Indiana",Indiana,220.4,111,489.6,239,44069,38.3,48368,14.9,2.57,54.4,7.3,14.2,92.58126107,0.786731384,1.391732419,6.627918833,Group 2,0.08936367463320494
"Douglas County, Illinois",Illinois,177.5,44,475.1,114,19823,38.3,52526,10,2.58,57.7,6.1,15.8,96.44406335,0.48421265,0.640572985,6.28798504,Group 3,0.0018721611704677343
"Florence County, South Carolina",South Carolina,195.5,297,443.6,677,138900,38.2,42232,19.5,2.61,46.1,12.1,23.5,54.89553965,41.74437938,1.16171474,5.663639027,Group 1,0.07995456084609032
"Spalding County, Georgia",Georgia,196.2,139,511.1,361,64051,38.2,35555,27.4,2.76,44.8,12.4,23.9,63.07203357,32.89652905,0.919011163,5.051532411,Group 1,0.34152005263604224
"Muscatine County, Iowa",Iowa,170.9,84,480.5,232,43011,38.2,54441,11.4,2.59,56.3,4.6,15.6,91.93950551,1.547316664,1.242047864,6.572520705,Group 1,0.10191133478656411
"Union County, New Jersey",New Jersey,155.6,909,463,2663,555786,38.1,68172,11.1,2.91,46.5,9.8,17.1,57.86687417,21.30720336,4.822467307,5.746896424,Group 1,0.08384863869287074
"Allen County, Ohio",Ohio,185,241,456.6,569,104425,38.1,43602,18,2.53,46.2,9.2,19.5,83.54500171,12.05844329,0.751929731,6.237398089,Group 1,0.033467825734987855
"Union County, Ohio",Ohio,165.7,77,459.6,221,54277,38.1,69900,7.7,2.73,56.7,4.2,12.8,92.21993641,2.332148869,2.730503086,5.668411867,Group 3,0.3138839937746525
"Orange County, Texas",Texas,200.1,188,484.3,453,84260,38.1,48834,16,2.57,53.3,8.4,17.3,87.36436065,8.230289484,1.056274559,5.470997437,Group 2,0.3219500214327127
"Richland Parish, Louisiana",Louisiana,191.3,46,456.4,110,20523,38,36666,24.9,2.59,49.5,9.6,20.9,62.46330077,36.12648602,0.173268518,3.43803056,Group 1,0.3141288699116558
"Union County, Mississippi",Mississippi,149.4,47,461.3,144,28429,38,37667,15.9,2.66,51.7,10.7,22.7,81.84890871,14.33245838,0.729927007,4.427409262,Group 3,0.34093130845576525
"Hunt County, Texas",Texas,198.5,195,476.8,465,89844,38,43385,20.5,2.77,50.4,11.4,19,78.69895062,8.447281152,1.178848862,4.433836917,Group 2,0.04509429959580302
"Davis County, Iowa",Iowa,158.6,19,427.3,47,8769,38,46750,15.4,2.73,60.6,4.2,15.2,98.5129261,0.205902539,0.308853809,8.783008037,Group 1,0.018004035111516714
"Montgomery County, Georgia",Georgia,163.1,15,437,43,8951,38,36436,22.4,2.62,45.1,6.7,22.6,70.88537021,26.4161463,0.423728814,6.796116505,Group 2,0.19404094060882926
"Stewart County, Georgia",Georgia,228.8,15,512.8,35,5851,38,27635,39.4,2.48,23.1,14.5,27.9,29.77164281,48.68779823,1.653033402,2.584269663,Group 1,0.10761035652831197
"Warren County, Mississippi",Mississippi,192.1,103,469.1,250,47485,37.9,40397,21.7,2.58,44.8,8,21.7,49.57101208,47.94877135,0.818408996,3.589466089,Group 3,0.33710978156886995
"Nolan County, Texas",Texas,187.7,36,427.3,81,15107,37.9,38742,17.9,2.62,49.7,7.7,21.2,87.92244871,4.176349512,0.351902264,7.608695652,Group 3,0.1649576120544225
"Kosciusko County, Indiana",Indiana,187.2,162,447.8,383,78620,37.9,54068,12,2.58,58.6,6.5,14.3,92.90871087,0.833514997,1.057922881,6.807405735,Group 3,0.28226500819437206
"Shelby County, Alabama",Alabama,154.8,288,452.9,875,208713,37.9,69432,9.6,2.66,57.4,5.5,9.5,81.3079153,11.76239375,2.037537464,4.49704142,Group 2,0.32877549389377236
"Muskogee County, Oklahoma",Oklahoma,211.7,179,483.4,400,69699,37.8,41015,22.2,2.53,48.9,8.2,23.2,60.69434951,11.08452951,0.694919116,6.694613026,Group 3,0.21542036649771035
"Camp County, Texas",Texas,182.2,29,466,71,12682,37.8,37801,23.9,2.81,50.3,8.5,23.3,72.00383509,17.43368488,0.343560243,9.097345133,Group 2,0.013339222176000476
"St. Lawrence County, New York",New York,183.7,235,498.7,632,111007,37.8,43518,18.9,2.42,44.3,10,20.5,93.11764023,2.222103186,1.004365643,5.011933174,Group 1,0.21398414485156536
"Madison County, Alabama",Alabama,164.7,578,437.1,1549,353089,37.8,58833,14.2,2.46,49.8,8.5,12.4,68.92979408,24.08425173,2.488757007,5.111191026,Group 2,0.0385508113540709
"Brown County, Illinois",Illinois,165.8,12,520.2,37,6829,37.7,50225,14.2,2.43,37.9,5.4,13.8,78.0142878,16.69339554,1.151771395,3.908484271,Group 3,0.29759538802318275
"St. Clair County, Illinois",Illinois,191.2,556,488.4,1407,264052,37.7,50155,19.1,2.57,45.4,8.9,22.2,65.18730175,29.9132304,1.31371499,4.939849972,Group 2,0.0012953360565006733
"Logan County, Colorado",Colorado,150.7,42,400.5,105,22036,37.6,45439,17.7,2.61,46.5,9,22.3,91.3352791,1.445640277,2.129697191,2.713797035,Group 1,0.08050529542379081
"Mitchell County, Georgia",Georgia,179.7,46,511.7,131,22574,37.6,32711,32.6,2.55,39.8,13.5,26.3,49.2515882,47.47193456,0.274127578,7.192480588,Group 2,0.073135836282745
"Lauderdale County, Mississippi",Mississippi,161.9,149,438.8,397,78524,37.5,38869,21.7,2.56,42.8,9.6,23.2,54.46688045,42.45540635,0.845525604,5.340297394,Group 2,0.1964475391432643
"Galveston County, Texas",Texas,191.2,569,443.8,1336,322225,37.5,58333,14.3,2.66,50.9,7.5,13.9,77.9217492,13.31016378,3.309936624,5.330646143,Group 2,0.1501611303538084
"Beauregard Parish, Louisiana",Louisiana,198.3,75,463.7,178,36462,37.5,43918,18.9,2.69,55,5.7,19.8,82.13133291,13.17466008,0.612261783,3.558718861,Group 3,0.1005215011537075
"Johnston County, North Carolina",North Carolina,184.9,288,459.8,745,185660,37.4,50055,15.3,2.85,53.5,8.9,18.5,78.44850781,15.02612166,0.681069082,5.25474016,Group 3,0.2081553745083511
"Pasquotank County, North Carolina",North Carolina,203.9,93,473.4,214,39829,37.4,44596,18.8,2.61,47.1,10.1,19.5,58.6211205,36.9308811,1.431855665,5.029990529,Group 3,0.2330315166618675
"Humboldt County, California",California,177.4,273,459.5,696,135727,37.4,40581,21,2.47,41.4,10.5,24.2,81.32840618,1.27079106,2.638594724,5.240578994,Group 3,0.24903059005737305
"Johnson County, Indiana",Indiana,165.1,242,430.4,627,149633,37.3,58833,10.2,2.69,57,6.3,12.6,92.80991452,2.165539497,2.013114079,4.614683861,Group 1,0.23302857181988657
"Wayne County, Georgia",Georgia,205.6,65,482.8,157,29534,37.3,41093,25.5,2.77,47.6,11.3,20.9,74.35931572,20.89795647,0.103175131,5.499843309,Group 1,0.28654483961872756
"Spokane County, Washington",Washington,171,901,440.7,2265,490945,37.2,50083,16.3,2.45,49.4,8.4,21.4,89.03816718,1.827041461,2.315985625,5.355835918,Group 3,0.2995117185637355
"Matagorda County, Texas",Texas,166.6,72,420.8,181,36770,37.2,41587,22.1,2.7,50.4,6.4,22.2,80.4114979,10.19181376,2.084813378,8.922207202,Group 2,0.1526496612932533
"Winchester city, Virginia",Virginia,192.8,59,401.9,117,27284,37,44537,13.4,2.47,41.3,6.7,15,80.64266784,10.62279152,2.399882214,6.642835865,Group 1,0.19622527295723557
"Douglas County, Washington",Washington,157.4,70,449.9,194,40534,37,51151,15.5,2.76,58.1,6.5,26,73.33771055,0.3409177,0.742442991,4.643274854,Group 1,0.10880208434537053
"Santa Cruz County, California",California,145.4,396,450.4,1225,274146,37,64257,16.1,2.72,44.9,7.6,17.8,80.54538432,0.941406279,4.403256115,4.539151472,Group 3,0.1262335788924247
"McDonald County, Missouri",Missouri,201.2,49,334,81,22643,37,34863,22.2,2.71,52.9,8.7,22.8,89.43900189,1.541976014,1.37503844,7.439480417,Group 3,0.3026664233766496
"Juneau City and Borough, Alaska",Alaska,166.3,41,390.1,119,32756,37,80835,7.9,2.62,48.7,5.2,8.7,68.99572715,1.269558268,6.811963973,5.601633278,Group 3,0.12731854268349707
"Rankin County, Mississippi",Mississippi,157.3,222,483.7,697,149039,36.9,58368,11.1,2.62,53.5,5.4,13,77.11176675,19.68915448,1.223758355,4.71844142,Group 1,0.003390246769413352
